idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,4,0,0,19.52,0,0,1.0,20
2,2,0,0,23.27,0,0,1.0,20
3,2,0,1,18.0,0,0,1.0,20
4,5,0,0,21.04,0,0,1.0,20
5,2,0,2,5.46,0,0,1.0,20
6,6,0,0,23.44,0,0,0,20
7,2,0,3,21.8,0,0,1.0,20
8,3,0,0,11.93,1,0,0,20
9,1,0,0,5.79,2,0,0,20
10,1,0,1,7.82,3,0,0,20
11,4,0,1,17.18,4,0,1.0,20
12,4,0,2,16.33,5,0,1.0,20
13,3,0,1,15.58,6,0,0,20
14,1,0,2,11.26,7,0,0,20
15,3,0,2,15.81,8,0,0,20
16,3,0,3,19.51,9,0,0,20
17,1,0,3,14.61,10,0,0,20
18,4,0,3,10.49,11,0,1.0,20
19,5,0,1,6.5,12,0,1.0,20
20,2,0,4,8.43,13,0,1.0,20
