Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Seq, Emerg, Reloc, Size(ft)
1, 1245.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1244.894531, -0.021666, 112.822876, 0.090455, -0.000009, -0.015061, 18.799999, 0, 0, 0.000000, 0
2, 1245.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1244.381348, -0.117766, 338.783356, 0.196801, -0.000041, -0.035971, 21.709999, 0, 0, 0.000000, 0
3, 996.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 995.811218, -0.039405, 112.560791, 0.156564, -0.000028, -0.024299, 11.290000, 0, 0, 0.000000, 0
4, 1245.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1243.471558, -0.290124, 564.833923, 0.273327, -0.000085, -0.051459, 22.809999, 0, 0, 0.000000, 0
5, 498.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 498.088715, -0.018362, 112.489517, -0.429003, -0.009998, -0.026468, 7.210000, 0, 0, 0.000000, 0
6, 1494.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1493.930786, -0.015882, 112.914619, 0.062014, 0.000002, -0.011562, 19.639999, 0, 0, 1.000000, 1
7, 249.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 252.919937, -0.101681, 115.016289, -1.698981, 0.000108, -0.008965, 5.420000, 0, 0, 0.000000, 0
8, 498.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 499.776062, -0.164817, 337.922668, -0.538323, -0.025637, -0.056956, 8.080000, 0, 0, 0.000000, 0
9, 996.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 994.887573, -0.204586, 338.220093, 0.356893, -0.000166, -0.061757, 13.040000, 0, 0, 0.000000, 0
10, 1494.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1493.573486, -0.089810, 338.945007, 0.142855, -0.000022, -0.027654, 19.389999, 0, 0, 1.000000, 1
11, 996.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 993.227661, -0.503095, 564.062195, 0.498937, -0.000336, -0.089546, 17.850000, 0, 0, 0.000000, 0
12, 1494.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1492.919067, -0.220256, 565.072205, 0.190964, -0.000036, -0.037888, 22.260000, 0, 0, 1.000000, 1
13, 996.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 991.075500, -0.893445, 790.030579, 0.591945, -0.000477, -0.107672, 18.969999, 0, 0, 0.000000, 0
14, 249.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 259.806549, -0.003537, 340.550385, -1.642617, -0.010676, 0.059840, 5.540000, 0, 0, 0.000000, 0
15, 1494.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 1492.095093, -0.382147, 791.253906, 0.217251, -0.000061, -0.043323, 11.120000, 0, 0, 1.000000, 1
16, 498.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 501.699158, -0.428862, 563.314209, -0.498727, -0.022291, -0.074395, 8.830000, 0, 0, 0.000000, 0
17, 249.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 266.433533, 0.140415, 566.256531, -1.561318, -0.011641, 0.007166, 7.120000, 0, 0, 0.000000, 0
18, 747.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 746.864319, -0.028460, 112.756409, 0.122856, -0.000015, -0.019828, 6.740000, 0, 0, 0.000000, 0
19, 498.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 503.495636, -0.770381, 789.125793, -0.347144, -0.017148, -0.086912, 15.060000, 0, 0, 0.000000, 0
20, 249.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 272.299652, 0.143979, 792.402649, -1.474260, -0.013606, -0.014815, 14.720000, 0, 0, -0.000000, 0
21, 996.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 988.638306, -1.337406, 1016.169556, 0.636825, -0.000550, -0.116856, 21.830000, 0, 0, 0.000000, 0
22, 1245.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 1242.312378, -0.508792, 791.001953, 0.304337, -0.000109, -0.058517, 23.620001, 0, 0, 0.000000, 0
23, 498.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 504.936401, -1.151916, 1015.283997, -0.349256, -0.021227, -0.110080, 18.559999, 0, 0, 0.000000, 0
24, 747.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 746.222290, -0.145077, 338.774384, 0.221419, -0.000056, -0.040320, 11.730000, 0, 0, 0.000000, 0
25, 747.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 745.273438, -0.319794, 564.945312, 0.248945, -0.000059, -0.047537, 16.900000, 0, 0, 0.000000, 0
