Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Seq, Emerg, Reloc, Size(ft)
1, 498.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 497.994232, 0.013199, 112.683456, -0.147324, 0.002260, -0.009474, 8.320000, 0, 0, 0.000000, 0
2, 1245.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1244.918335, -0.018172, 112.863327, 0.066682, 0.000005, -0.012580, 17.650000, 0, 0, 0.000000, 0
3, 1494.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1493.859985, -0.030276, 112.598770, 0.086036, 0.000008, -0.019078, 13.600000, 0, 0, 0.000000, 0
4, 498.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 498.459961, -0.043407, 338.424805, -0.128697, 0.003469, -0.021877, 8.910000, 0, 0, 0.000000, 0
5, 1494.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1493.258667, -0.161321, 338.293579, 0.243591, -0.000083, -0.049560, 15.610000, 0, 0, 0.000000, 0
6, 498.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 498.884705, -0.154168, 564.358337, -0.061388, 0.004315, -0.032938, 11.030000, 0, 0, 0.000000, 0
7, 498.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 499.340546, -0.272619, 790.520874, -0.080285, 0.003509, -0.024636, 14.120000, 0, 0, 0.000000, 0
8, 249.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 252.909088, -0.077832, 115.781158, -1.713538, 0.002567, -0.012421, 7.290000, 0, 0, 1.000000, 1
9, 1494.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1492.072632, -0.404872, 564.135071, 0.371479, -0.000220, -0.074284, 19.129999, 0, 0, 0.000000, 0
10, 747.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 746.805298, -0.040408, 112.527924, 0.155405, -0.000031, -0.025551, 6.370000, 0, 0, 0.000000, 0
11, 1245.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1244.517334, -0.100800, 338.829834, 0.163293, -0.000031, -0.031476, 17.719999, 0, 0, 0.000000, 0
12, 996.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 995.762634, -0.053709, 111.863144, 0.012576, -0.000262, -0.034130, 6.280000, 0, 0, 0.000000, 0
13, 1494.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 1490.437134, -0.733519, 790.105164, 0.461863, -0.000349, -0.091770, 20.240000, 0, 0, 0.000000, 0
14, 1245.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1243.744751, -0.255234, 564.875183, 0.240299, -0.000079, -0.046887, 18.010000, 0, 0, 0.000000, 0
15, 1245.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 1242.718384, -0.455814, 791.043701, 0.270758, -0.000099, -0.053886, 20.070000, 0, 0, 0.000000, 0
16, 747.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 745.936279, -0.198780, 338.358521, 0.311977, -0.000127, -0.056220, 11.160000, 0, 0, 0.000000, 0
17, 996.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 995.232178, -0.265494, 337.343811, 0.249546, -0.000751, -0.074187, 14.940000, 0, 0, 0.000000, 0
18, 996.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 994.002319, -0.603866, 563.090027, 0.357490, -0.001126, -0.097172, 17.100000, 0, 0, 0.000000, 0
19, 1494.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 1488.518555, -1.114288, 1016.249390, 0.506256, -0.000419, -0.100635, 23.469999, 0, 0, 0.000000, 0
20, 996.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 992.419373, -1.021904, 788.993225, 0.443296, -0.001446, -0.113821, 18.500000, 0, 0, 0.000000, 0
21, 747.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 744.516418, -0.461037, 564.294861, 0.419129, -0.000244, -0.076953, 11.390000, 0, 0, 0.000000, 0
22, 249.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 259.925079, -0.061719, 341.602966, -1.700844, -0.002297, 0.016808, 5.890000, 0, 0, 1.000000, 1
23, 996.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 990.667236, -1.490117, 1015.122070, 0.498996, -0.001105, -0.122842, 23.740000, 0, 0, 0.000000, 0
24, 249.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 266.635590, -0.000680, 567.624512, -1.730234, 0.002891, 0.026128, 9.670000, 0, 0, 1.000000, 1
25, 747.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 742.759155, -0.785351, 790.440491, 0.462960, -0.000287, -0.086770, 18.410000, 0, 0, 0.000000, 0
