Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Seq, Emerg, Reloc, Size(ft)
1, 1245.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1244.814941, -0.038760, 112.545364, 0.148160, -0.000036, -0.025224, 10.800000, 0, 0, 0.000000, 0
2, 996.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 995.810547, -0.038886, 112.628448, 0.178429, -0.000050, -0.024240, 10.540000, 0, 0, 0.000000, 0
3, 747.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 746.978760, -0.005738, 112.933052, -0.026303, -0.000123, -0.005017, 22.889999, 0, 0, 1.000000, 1
4, 1245.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1243.999146, -0.190487, 338.444672, 0.287899, -0.000118, -0.052948, 21.760000, 0, 0, 0.000000, 0
5, 1494.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1493.874878, -0.025696, 112.769356, 0.106124, -0.000015, -0.017039, 13.420000, 0, 0, 0.000000, 0
6, 498.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 498.035034, -0.005459, 112.749306, -0.213569, 0.001046, -0.013550, 7.580000, 0, 0, 0.000000, 0
7, 1245.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1242.717529, -0.430684, 564.474487, 0.367763, -0.000192, -0.068686, 22.540001, 0, 0, 0.000000, 0
8, 996.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 994.798828, -0.206522, 338.296356, 0.396811, -0.000198, -0.063745, 10.670000, 0, 0, 0.000000, 0
9, 1494.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1493.277710, -0.134412, 338.698822, 0.224659, -0.000054, -0.040036, 16.850000, 0, 0, 0.000000, 0
10, 1494.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1492.247192, -0.324583, 564.734192, 0.306513, -0.000114, -0.056401, 18.540001, 0, 0, 0.000000, 0
11, 996.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 992.959961, -0.518881, 564.111450, 0.554359, -0.000371, -0.094852, 14.130000, 0, 0, 0.000000, 0
12, 249.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 253.107666, -0.110143, 115.720726, -1.748961, 0.015908, -0.014731, 6.370000, 0, 0, 0.000000, 0
13, 1245.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 1241.179688, -0.718210, 790.634155, 0.403612, -0.000225, -0.076408, 22.629999, 0, 0, 0.000000, 0
14, 747.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 746.985718, -0.047125, 338.700989, -0.033327, -0.000126, -0.021477, 9.330000, 0, 0, 1.000000, 1
15, 747.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 746.960266, -0.157195, 564.629028, 0.027512, -0.000243, -0.034823, 14.270000, 0, 0, 1.000000, 1
16, 498.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 498.764191, -0.042484, 338.434021, -0.209026, -0.010572, -0.024145, 7.910000, 0, 0, 0.000000, 0
17, 498.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 499.513794, -0.160372, 564.336365, -0.140471, -0.014816, -0.034271, 9.810000, 0, 0, 0.000000, 0
18, 996.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 990.550110, -0.937776, 790.010437, 0.667063, -0.000551, -0.116805, 14.260000, 0, 0, 0.000000, 0
19, 747.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 746.776184, -0.310908, 790.699219, 0.053637, -0.000263, -0.042182, 14.000000, 0, 0, 1.000000, 1
20, 249.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 260.227692, -0.105700, 341.615204, -1.802341, 0.012976, 0.006488, 7.420000, 0, 0, 0.000000, 0
21, 996.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 987.800415, -1.421183, 1016.136719, 0.717522, -0.000640, -0.127596, 23.110001, 0, 0, 0.000000, 0
22, 747.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 747.066650, -0.504920, 1016.862366, 0.024964, -0.000766, -0.055439, 6.180000, 0, 0, 1.000000, 1
23, 1494.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 1490.953125, -0.563439, 790.898804, 0.339638, -0.000133, -0.063929, 20.030001, 0, 0, 0.000000, 0
24, 498.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 500.198883, -0.260500, 790.492737, -0.097988, -0.010887, -0.016133, 12.720000, 0, 0, 0.000000, 0
25, 249.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 267.371796, -0.082961, 567.640686, -1.755340, -0.017263, 0.030306, 9.470000, 0, 0, 0.000000, 0
