Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Seq, Emerg, Reloc, Size(ft)
1, 747.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 746.862305, -0.029639, 112.582039, 0.084163, 0.000003, -0.019077, 11.410000, 0, 0, 0.000000, 0
2, 498.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 497.793030, -0.025426, 112.621887, -0.205393, 0.023116, -0.016419, 8.300000, 0, 0, 0.000000, 0
3, 747.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 746.256897, -0.162941, 338.233246, 0.252922, -0.000108, -0.051835, 12.460000, 0, 0, 0.000000, 0
4, 1494.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1493.963501, -0.013692, 112.936218, 0.038796, -0.000006, -0.011144, 17.430000, 0, 0, 0.000000, 0
5, 747.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 745.057678, -0.409799, 564.189514, 0.364071, -0.000224, -0.073445, 23.020000, 0, 0, 1.000000, 1
6, 1494.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1493.735352, -0.079274, 339.036560, 0.095373, -0.000039, -0.022605, 21.410000, 0, 0, 0.000000, 0
7, 747.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 743.494141, -0.725610, 790.235779, 0.428814, -0.000315, -0.086122, 17.080000, 0, 0, 1.000000, 1
8, 996.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 995.877441, -0.026138, 112.701057, 0.083804, 0.000003, -0.016642, 15.700000, 0, 0, 0.000000, 0
9, 498.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 498.463318, -0.098180, 338.216309, -0.217422, 0.022867, -0.039704, 8.620000, 0, 0, 0.000000, 0
10, 249.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 251.963684, -0.135158, 113.891014, -1.445903, -0.002393, -0.018339, 6.180000, 0, 0, 0.000000, 0
11, 996.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 995.326904, -0.139876, 338.490143, 0.220931, -0.000061, -0.043140, 17.020000, 0, 0, 0.000000, 0
12, 747.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 741.719482, -1.081252, 1016.389465, 0.466666, -0.000376, -0.093530, 13.000000, 0, 0, 1.000000, 1
13, 498.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 499.208252, -0.255433, 564.018677, -0.122850, 0.017971, -0.057351, 12.300000, 0, 0, 0.000000, 0
14, 498.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 499.625793, -0.497263, 790.130798, -0.047154, 0.020939, -0.072704, 19.049999, 0, 0, 0.000000, 0
15, 996.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 994.256287, -0.353359, 564.381348, 0.336069, -0.000163, -0.065552, 19.070000, 0, 0, 0.000000, 0
16, 996.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 992.774292, -0.644946, 790.385010, 0.418626, -0.000269, -0.081692, 19.510000, 0, 0, 0.000000, 0
17, 249.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 257.111053, -0.354267, 338.877930, -1.282833, 0.028584, -0.034803, 7.310000, 0, 0, 0.000000, 0
18, 1494.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1493.308594, -0.179353, 565.220154, 0.113960, -0.000043, -0.027082, 21.750000, 0, 0, 0.000000, 0
19, 996.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 991.031677, -0.984777, 1016.535950, 0.459227, -0.000329, -0.089918, 19.840000, 0, 0, 0.000000, 0
20, 249.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 262.398621, -0.428171, 564.643433, -1.356249, 0.027875, 0.002927, 12.990000, 0, 0, 0.000000, 0
21, 249.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 267.991364, -0.389904, 790.493286, -1.399335, 0.020091, 0.025396, 13.080000, 0, 0, 0.000000, 0
22, 1245.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1244.735352, -0.053516, 112.303955, 0.211048, -0.000064, -0.034973, 5.020000, 0, 0, 0.000000, 0
23, 1245.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1243.635498, -0.251519, 338.260132, 0.357416, -0.000171, -0.065865, 18.719999, 0, 0, 0.000000, 0
24, 249.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 273.508881, -0.329501, 1016.609680, -1.409025, 0.021648, 0.012415, 16.350000, 0, 0, 0.000000, 0
25, 1245.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1242.142578, -0.527430, 564.421936, 0.391292, -0.000204, -0.073525, 21.540001, 0, 0, 0.000000, 0
