Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Seq, Emerg, Reloc, Size(ft)
1, 1245.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1244.862305, -0.028586, 112.717018, 0.114153, -0.000019, -0.019008, 13.040000, 0, 0, 0.000000, 0
2, 1494.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1493.958984, -0.015090, 112.873108, 0.038342, -0.000012, -0.012602, 11.620000, 0, 0, 0.000000, 0
3, 1494.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1493.703613, -0.094438, 338.884369, 0.121913, -0.000078, -0.029613, 12.410000, 0, 0, 0.000000, 0
4, 1494.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1493.157959, -0.225948, 565.055725, 0.149555, -0.000092, -0.035955, 21.400000, 0, 0, 0.000000, 0
5, 747.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 746.907532, -0.023547, 112.576576, -0.033224, 0.000430, -0.015762, 10.480000, 0, 0, 0.000000, 0
6, 249.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 251.728699, -0.113367, 114.439301, -1.178132, 0.020847, -0.008247, 7.960000, 0, 0, 0.000000, 0
7, 1245.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1244.228638, -0.145954, 338.658325, 0.231373, -0.000069, -0.042101, 19.830000, 0, 0, 0.000000, 0
8, 996.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 995.868225, -0.028924, 112.597816, 0.072436, 0.000006, -0.018003, 11.500000, 0, 0, 0.000000, 0
9, 747.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 746.787781, -0.129211, 338.179321, 0.052227, 0.000780, -0.039585, 11.150000, 0, 0, 0.000000, 0
10, 498.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 497.853912, -0.028141, 112.352638, -0.189339, 0.013336, -0.022796, 6.450000, 0, 0, 0.000000, 0
11, 996.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 995.339294, -0.150020, 338.353943, 0.213664, -0.000077, -0.045052, 14.950000, 0, 0, 0.000000, 0
12, 747.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 746.350952, -0.331247, 563.852295, 0.150816, 0.000984, -0.063409, 11.420000, 0, 0, 0.000000, 0
13, 747.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 745.574829, -0.620812, 789.723572, 0.252434, 0.000971, -0.082335, 14.160000, 0, 0, 0.000000, 0
14, 996.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 994.289185, -0.371716, 564.196594, 0.331699, -0.000196, -0.067938, 15.250000, 0, 0, 0.000000, 0
15, 498.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 498.339905, -0.153823, 337.961548, -0.081478, 0.008902, -0.044576, 10.500000, 0, 0, 0.000000, 0
16, 747.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 744.597046, -0.965894, 1015.857788, 0.310233, 0.001201, -0.091509, 21.430000, 0, 0, 0.000000, 0
17, 249.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 256.911224, -0.012277, 340.326202, -1.291588, -0.006632, 0.024133, 8.360000, 0, 0, 0.000000, 0
18, 498.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 498.526764, -0.364830, 563.796753, -0.010885, 0.005125, -0.062866, 11.810000, 0, 0, 0.000000, 0
19, 498.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 498.385895, -0.650602, 789.911011, 0.049639, 0.019538, -0.070944, 20.430000, 0, 0, 0.000000, 0
20, 996.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 992.815430, -0.674372, 790.175720, 0.420700, -0.000317, -0.085064, 16.920000, 0, 0, 0.000000, 0
21, 1245.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1243.177734, -0.342469, 564.701294, 0.308827, -0.000125, -0.057469, 20.180000, 0, 0, 0.000000, 0
22, 249.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 261.961243, 0.154338, 566.280273, -1.191680, -0.002821, 0.059813, 9.990000, 0, 0, 1.000000, 1
23, 249.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 266.934540, 0.420622, 792.350159, -1.199639, 0.022069, 0.065893, 8.580000, 0, 0, 1.000000, 1
24, 1245.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 1241.875488, -0.585224, 790.865906, 0.342127, -0.000151, -0.064853, 20.360001, 0, 0, 0.000000, 0
25, 996.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 991.062500, -1.028095, 1016.322693, 0.463986, -0.000380, -0.093673, 18.469999, 0, 0, 0.000000, 0
