idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,3,0,0,21.81,0,21.81,1,1.0,20
2,1,0,0,7.8,0,7.8,2,1.0,20
3,5,0,0,22.95,0,22.95,3,0,20
4,3,0,1,20.52,0,20.52,4,1.0,20
5,1,0,1,5.31,0,5.31,5,1.0,20
6,1,0,2,10.35,0,10.35,6,1.0,20
7,4,0,0,13.2,0,13.2,7,1.0,20
8,2,0,0,13.48,0,13.48,8,1.0,20
9,3,0,2,21.17,0,21.17,9,1.0,20
10,4,0,1,19.87,0,19.87,10,1.0,20
11,1,0,3,15.94,0,15.94,11,1.0,20
12,3,0,3,19.05,0,19.05,12,1.0,20
13,2,0,1,7.11,0,7.11,13,1.0,20
14,2,0,2,16.54,0,16.54,14,1.0,20
15,4,0,2,21.56,0,21.56,15,1.0,20
