idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,2,0,0,6.61,0,6.61,1,0,20
2,5,0,0,23.34,0,23.34,2,0,20
3,2,0,1,12.67,0,12.67,3,1.0,20
4,3,0,0,15.24,0,15.24,4,1.000000000000007,20
5,3,0,1,8.85,0,8.85,5,1.0000000000000107,20
6,1,0,0,7.23,0,7.23,6,0,20
7,2,0,2,11.49,0,11.49,7,1.0,20
8,2,0,3,18.59,0,18.59,8,1.0,20
9,2,0,4,18.5,0,18.5,9,1.0,20
10,4,0,0,15.66,0,15.66,10,0,20
11,4,0,1,20.46,0,20.46,11,1.0000000000000009,20
12,3,0,2,14.66,0,14.66,12,1.0000000000000107,20
13,1,0,1,9.72,0,9.72,13,1.0,20
14,1,0,2,8.99,0,8.99,14,1.0,20
15,4,0,2,20.26,0,20.26,15,1.0000000000000009,20
