idx,seq,group,emerg,weight,size(ft)
21,1,0,0,5.43,20
22,2,0,0,19.26,20
23,3,0,0,23.44,20
24,4,0,0,13.58,20
25,5,0,0,11.37,20
26,6,0,0,18.66,20
27,7,0,0,12.72,20
28,8,0,0,22.43,20
29,9,0,0,6.73,20
30,10,0,0,7.03,20
31,11,0,0,9.6,20
32,12,0,0,17.06,20
33,13,0,0,18.12,20
34,14,0,0,16.87,20
35,15,0,0,5.7,20
36,16,0,0,17.59,20
37,17,0,0,9.14,20
38,18,0,0,17.12,20
39,19,0,0,16.46,20
40,20,0,0,21.72,20
41,21,0,0,10.15,20
42,22,0,0,17.01,20
43,23,0,0,16.56,20
44,24,0,0,15.31,20
45,25,0,0,10.68,20
46,26,0,0,16.32,20
47,27,0,0,18.07,20
48,28,0,0,16.07,20
49,29,0,0,19.5,20
50,30,0,0,17.47,20
