idx,seq,priority,emerg,weight,size(ft)
21,1,0,0,21.26,20
22,2,0,0,21.05,20
23,3,0,0,21.36,20
24,4,0,0,22.17,20
25,5,0,0,22.92,20
26,6,0,0,10.17,20
27,7,0,0,6.42,20
28,8,0,0,22.44,20
29,9,0,0,15.86,20
30,10,0,0,10.33,20
31,11,0,0,21.05,20
32,12,0,0,13.17,20
33,13,0,0,10.01,20
34,14,0,0,5.74,20
35,15,0,0,10.08,20
36,16,0,0,12.59,20
37,17,0,0,13.53,20
38,18,0,0,13.23,20
39,19,0,0,16.02,20
40,20,0,0,8.36,20
41,21,0,0,7.06,20
42,22,0,0,6.83,20
43,23,0,0,22.09,20
44,24,0,0,15.72,20
45,25,0,0,18.24,20
46,26,0,0,12.88,20
47,27,0,0,8.89,20
48,28,0,0,5.98,20
49,29,0,0,15.76,20
50,30,0,0,21.31,20
