idx,seq,priority,emerg,weight,size(ft)
21,1,0,0,15.27,20
22,2,0,0,21.59,20
23,3,0,0,12.39,20
24,4,0,0,7.44,20
25,5,0,0,11.84,20
26,6,0,0,19.57,20
27,7,0,0,9.22,20
28,8,0,0,21.15,20
29,9,0,0,18.0,20
30,10,0,0,11.69,20
31,11,0,0,12.63,20
32,12,0,0,13.96,20
33,13,0,0,14.3,20
34,14,0,0,20.43,20
35,15,0,0,9.15,20
36,16,0,0,7.46,20
37,17,0,0,16.57,20
38,18,0,0,16.08,20
39,19,0,0,21.89,20
40,20,0,0,23.14,20
41,21,0,0,8.31,20
42,22,0,0,15.72,20
43,23,0,0,18.53,20
44,24,0,0,6.98,20
45,25,0,0,9.92,20
46,26,0,0,9.03,20
47,27,0,0,18.54,20
48,28,0,0,11.52,20
49,29,0,0,22.82,20
50,30,0,0,22.14,20
