idx,seq,priority,emerg,weight,size(ft)
21,1,0,0,22.36,20
22,2,0,0,17.67,20
23,3,0,0,9.32,20
24,4,0,0,8.56,20
25,5,0,0,7.86,20
26,6,0,0,21.51,20
27,7,0,0,23.72,20
28,8,0,0,15.42,20
29,9,0,0,9.8,20
30,10,0,0,6.63,20
31,11,0,0,23.3,20
32,12,0,0,9.23,20
33,13,0,0,8.19,20
34,14,0,0,15.87,20
35,15,0,0,15.25,20
36,16,0,0,18.08,20
37,17,0,0,8.93,20
38,18,0,0,17.16,20
39,19,0,0,19.86,20
40,20,0,0,14.37,20
41,21,0,0,9.12,20
42,22,0,0,19.55,20
43,23,0,0,22.51,20
44,24,0,0,5.98,20
45,25,0,0,22.08,20
46,26,0,0,23.23,20
47,27,0,0,6.8,20
48,28,0,0,10.01,20
49,29,0,0,7.41,20
50,30,0,0,22.81,20
