idx,seq,group,emerg,weight,size(ft)
21,1,0,0,7.52,20
22,2,0,0,16.3,20
23,3,0,0,17.81,20
24,4,0,0,14.48,20
25,5,0,0,21.53,20
26,6,0,0,12.7,20
27,7,0,0,23.24,20
28,8,0,0,7.42,20
29,9,0,0,18.12,20
30,10,0,0,10.13,20
31,11,0,0,12.39,20
32,12,0,0,19.47,20
33,13,0,0,12.03,20
34,14,0,0,12.24,20
35,15,0,0,7.44,20
36,16,0,0,14.72,20
37,17,0,0,21.42,20
38,18,0,0,6.34,20
39,19,0,0,17.9,20
40,20,0,0,10.95,20
41,21,0,0,21.63,20
42,22,0,0,5.34,20
43,23,0,0,10.33,20
44,24,0,0,22.98,20
45,25,0,0,22.85,20
46,26,0,0,12.84,20
47,27,0,0,23.25,20
48,28,0,0,18.56,20
49,29,0,0,21.64,20
50,30,0,0,14.84,20
