idx,seq,priority,emerg,weight,size(ft)
21,1,0,0,14.5,20
22,2,0,0,20.34,20
23,3,0,0,10.07,20
24,4,0,0,14.22,20
25,5,0,0,6.0,20
26,6,0,0,12.6,20
27,7,0,0,9.08,20
28,8,0,0,23.34,20
29,9,0,0,23.21,20
30,10,0,0,23.16,20
31,11,0,0,7.04,20
32,12,0,0,14.73,20
33,13,0,0,15.37,20
34,14,0,0,7.83,20
35,15,0,0,13.79,20
36,16,0,0,14.85,20
37,17,0,0,19.56,20
38,18,0,0,21.1,20
39,19,0,0,6.96,20
40,20,0,0,16.11,20
41,21,0,0,6.87,20
42,22,0,0,5.93,20
43,23,0,0,21.01,20
44,24,0,0,10.33,20
45,25,0,0,21.71,20
46,26,0,0,5.2,20
47,27,0,0,19.83,20
48,28,0,0,5.25,20
49,29,0,0,23.13,20
50,30,0,0,21.7,20
