idx,seq,group,emerg,weight,size(ft)
21,1,0,0,16.02,20
22,2,0,0,9.66,20
23,3,0,0,9.12,20
24,4,0,0,23.23,20
25,5,0,0,19.3,20
26,6,0,0,20.2,20
27,7,0,0,22.76,20
28,8,0,0,23.51,20
29,9,0,0,6.12,20
30,10,0,0,16.77,20
31,11,0,0,19.33,20
32,12,0,0,5.34,20
33,13,0,0,8.98,20
34,14,0,0,22.82,20
35,15,0,0,20.35,20
36,16,0,0,21.16,20
37,17,0,0,17.63,20
38,18,0,0,5.83,20
39,19,0,0,7.62,20
40,20,0,0,20.52,20
41,21,0,0,13.8,20
42,22,0,0,7.77,20
43,23,0,0,15.53,20
44,24,0,0,12.51,20
45,25,0,0,22.94,20
46,26,0,0,10.46,20
47,27,0,0,12.89,20
48,28,0,0,15.57,20
49,29,0,0,19.86,20
50,30,0,0,22.5,20
