idx,seq,priority,emerg,weight,size(ft)
21,1,0,0,15.66,20
22,2,0,0,15.84,20
23,3,0,0,16.27,20
24,4,0,0,19.94,20
25,5,0,0,22.04,20
26,6,0,0,14.94,20
27,7,0,0,9.87,20
28,8,0,0,15.76,20
29,9,0,0,8.01,20
30,10,0,0,8.19,20
31,11,0,0,22.79,20
32,12,0,0,23.14,20
33,13,0,0,16.84,20
34,14,0,0,15.99,20
35,15,0,0,6.17,20
36,16,0,0,14.86,20
37,17,0,0,20.18,20
38,18,0,0,17.35,20
39,19,0,0,5.8,20
40,20,0,0,22.88,20
41,21,0,0,17.26,20
42,22,0,0,22.71,20
43,23,0,0,17.3,20
44,24,0,0,14.71,20
45,25,0,0,17.63,20
46,26,0,0,11.55,20
47,27,0,0,9.09,20
48,28,0,0,17.54,20
49,29,0,0,21.76,20
50,30,0,0,11.98,20
