idx,seq,priority,emerg,weight,size(ft)
21,1,0,0,6.58,20
22,2,0,0,20.44,20
23,3,0,0,20.54,20
24,4,0,0,12.15,20
25,5,0,0,9.04,20
26,6,0,0,16.2,20
27,7,0,0,15.38,20
28,8,0,0,9.05,20
29,9,0,0,14.25,20
30,10,0,0,15.14,20
31,11,0,0,8.21,20
32,12,0,0,12.85,20
33,13,0,0,10.39,20
34,14,0,0,8.84,20
35,15,0,0,7.97,20
36,16,0,0,12.78,20
37,17,0,0,9.65,20
38,18,0,0,15.63,20
39,19,0,0,5.55,20
40,20,0,0,10.37,20
41,21,0,0,18.66,20
42,22,0,0,16.98,20
43,23,0,0,13.18,20
44,24,0,0,11.01,20
45,25,0,0,6.38,20
46,26,0,0,15.73,20
47,27,0,0,15.96,20
48,28,0,0,6.38,20
49,29,0,0,17.32,20
50,30,0,0,10.64,20
