idx,seq,group,emerg,weight,size(ft)
21,1,0,0,13.18,20
22,2,0,0,16.33,20
23,3,0,0,10.24,20
24,4,0,0,15.28,20
25,5,0,0,20.28,20
26,6,0,0,10.92,20
27,7,0,0,14.54,20
28,8,0,0,9.99,20
29,9,0,0,12.48,20
30,10,0,0,7.63,20
31,11,0,0,15.66,20
32,12,0,0,13.9,20
33,13,0,0,16.37,20
34,14,0,0,8.46,20
35,15,0,0,12.58,20
36,16,0,0,21.87,20
37,17,0,0,22.05,20
38,18,0,0,17.89,20
39,19,0,0,14.63,20
40,20,0,0,23.06,20
41,21,0,0,14.04,20
42,22,0,0,9.64,20
43,23,0,0,22.05,20
44,24,0,0,8.83,20
45,25,0,0,9.79,20
46,26,0,0,21.49,20
47,27,0,0,7.79,20
48,28,0,0,15.44,20
49,29,0,0,5.36,20
50,30,0,0,19.69,20
