idx,seq,priority,emerg,weight,size(ft)
21,1,0,0,23.63,20
22,2,0,0,18.4,20
23,3,0,0,16.86,20
24,4,0,0,6.35,20
25,5,0,0,8.66,20
26,6,0,0,11.72,20
27,7,0,0,19.18,20
28,8,0,0,18.51,20
29,9,0,0,12.23,20
30,10,0,0,14.05,20
31,11,0,0,21.78,20
32,12,0,0,10.85,20
33,13,0,0,23.56,20
34,14,0,0,20.03,20
35,15,0,0,13.65,20
36,16,0,0,21.49,20
37,17,0,0,12.04,20
38,18,0,0,6.37,20
39,19,0,0,22.22,20
40,20,0,0,9.51,20
41,21,0,0,22.68,20
42,22,0,0,21.41,20
43,23,0,0,6.69,20
44,24,0,0,16.78,20
45,25,0,0,21.47,20
46,26,0,0,6.75,20
47,27,0,0,9.7,20
48,28,0,0,10.14,20
49,29,0,0,5.33,20
50,30,0,0,10.61,20
