idx,seq,group,emerg,weight,size(ft)
21,1,0,0,19.28,20
22,2,0,0,17.13,20
23,3,0,0,9.55,20
24,4,0,0,15.47,20
25,5,0,0,17.64,20
26,6,0,0,17.42,20
27,7,0,0,10.72,20
28,8,0,0,21.56,20
29,9,0,0,5.85,20
30,10,0,0,13.19,20
31,11,0,0,23.69,20
32,12,0,0,11.8,20
33,13,0,0,12.74,20
34,14,0,0,20.29,20
35,15,0,0,5.46,20
36,16,0,0,8.36,20
37,17,0,0,19.65,20
38,18,0,0,11.48,20
39,19,0,0,17.08,20
40,20,0,0,7.32,20
41,21,0,0,10.68,20
42,22,0,0,23.85,20
43,23,0,0,21.11,20
44,24,0,0,5.5,20
45,25,0,0,6.49,20
46,26,0,0,6.35,20
47,27,0,0,6.33,20
48,28,0,0,14.29,20
49,29,0,0,5.52,20
50,30,0,0,14.02,20
