idx,seq,group,emerg,weight,size(ft)
11,1,0,0,11.55,20
12,2,0,0,22.49,20
13,3,0,0,15.85,20
14,4,0,0,23.42,20
15,5,0,0,5.17,20
16,6,0,0,21.07,20
17,7,0,0,15.08,20
18,8,0,0,10.21,20
19,9,0,0,5.84,20
20,10,0,0,13.02,20
21,11,0,0,6.73,20
22,12,0,0,22.54,20
23,13,0,0,22.05,20
24,14,0,0,16.28,20
25,15,0,0,18.06,20
26,16,0,0,8.08,20
27,17,0,0,17.46,20
28,18,0,0,8.6,20
29,19,0,0,10.49,20
30,20,0,0,12.95,20
31,21,0,0,15.13,20
32,22,0,0,23.56,20
33,23,0,0,19.89,20
34,24,0,0,7.55,20
35,25,0,0,8.26,20
36,26,0,0,6.38,20
37,27,0,0,10.62,20
38,28,0,0,21.99,20
39,29,0,0,22.11,20
40,30,0,0,10.44,20
