idx,seq,group,emerg,weight,size(ft)
11,1,0,0,9.72,20
12,2,0,0,16.07,20
13,3,0,0,7.02,20
14,4,0,0,23.2,20
15,5,0,0,17.02,20
16,6,0,0,15.29,20
17,7,0,0,8.36,20
18,8,0,0,21.5,20
19,9,0,0,16.83,20
20,10,0,0,8.42,20
21,11,0,0,19.3,20
22,12,0,0,19.0,20
23,13,0,0,15.35,20
24,14,0,0,16.71,20
25,15,0,0,5.48,20
26,16,0,0,17.71,20
27,17,0,0,18.2,20
28,18,0,0,22.47,20
29,19,0,0,14.61,20
30,20,0,0,18.23,20
31,21,0,0,16.45,20
32,22,0,0,20.02,20
33,23,0,0,20.17,20
34,24,0,0,17.32,20
35,25,0,0,5.28,20
36,26,0,0,23.15,20
37,27,0,0,21.53,20
38,28,0,0,18.02,20
39,29,0,0,11.78,20
40,30,0,0,16.61,20
