idx,seq,group,emerg,weight,size(ft)
11,1,0,0,14.46,20
12,2,0,0,23.3,20
13,3,0,0,9.36,20
14,4,0,0,18.88,20
15,5,0,0,21.38,20
16,6,0,0,8.24,20
17,7,0,0,11.87,20
18,8,0,0,10.81,20
19,9,0,0,17.8,20
20,10,0,0,20.4,20
21,11,0,0,8.94,20
22,12,0,0,22.94,20
23,13,0,0,5.61,20
24,14,0,0,20.44,20
25,15,0,0,11.79,20
26,16,0,0,7.72,20
27,17,0,0,10.62,20
28,18,0,0,15.14,20
29,19,0,0,16.6,20
30,20,0,0,8.78,20
31,21,0,0,7.9,20
32,22,0,0,22.28,20
33,23,0,0,7.53,20
34,24,0,0,14.36,20
35,25,0,0,12.51,20
36,26,0,0,19.27,20
37,27,0,0,13.1,20
38,28,0,0,19.12,20
39,29,0,0,19.78,20
40,30,0,0,14.6,20
