idx,seq,group,emerg,weight,size(ft)
11,1,0,0,21.89,20
12,2,0,0,8.18,20
13,3,0,0,18.11,20
14,4,0,0,17.51,20
15,5,0,0,22.34,20
16,6,0,0,7.35,20
17,7,0,0,9.09,20
18,8,0,0,5.26,20
19,9,0,0,22.03,20
20,10,0,0,15.0,20
21,11,0,0,21.52,20
22,12,0,0,19.47,20
23,13,0,0,20.55,20
24,14,0,0,18.95,20
25,15,0,0,9.16,20
26,16,0,0,17.06,20
27,17,0,0,9.37,20
28,18,0,0,19.36,20
29,19,0,0,14.99,20
30,20,0,0,22.85,20
31,21,0,0,15.71,20
32,22,0,0,13.68,20
33,23,0,0,7.86,20
34,24,0,0,21.47,20
35,25,0,0,17.41,20
36,26,0,0,6.79,20
37,27,0,0,9.52,20
38,28,0,0,20.0,20
39,29,0,0,14.91,20
40,30,0,0,14.39,20
