idx,seq,group,emerg,weight,size(ft)
11,1,0,0,23.73,20
12,2,0,0,22.47,20
13,3,0,0,18.52,20
14,4,0,0,10.37,20
15,5,0,0,11.71,20
16,6,0,0,19.05,20
17,7,0,0,8.28,20
18,8,0,0,9.2,20
19,9,0,0,22.12,20
20,10,0,0,13.26,20
21,11,0,0,15.09,20
22,12,0,0,19.95,20
23,13,0,0,17.56,20
24,14,0,0,5.39,20
25,15,0,0,19.81,20
26,16,0,0,7.02,20
27,17,0,0,20.49,20
28,18,0,0,6.93,20
29,19,0,0,15.6,20
30,20,0,0,17.13,20
31,21,0,0,17.0,20
32,22,0,0,9.21,20
33,23,0,0,20.25,20
34,24,0,0,20.92,20
35,25,0,0,21.39,20
36,26,0,0,8.6,20
37,27,0,0,8.33,20
38,28,0,0,13.84,20
39,29,0,0,17.42,20
40,30,0,0,15.32,20
