idx,seq,group,emerg,weight,size(ft)
11,1,0,0,6.74,20
12,2,0,0,7.96,20
13,3,0,0,7.71,20
14,4,0,0,15.47,20
15,5,0,0,18.62,20
16,6,0,0,10.73,20
17,7,0,0,18.56,20
18,8,0,0,20.77,20
19,9,0,0,11.41,20
20,10,0,0,5.78,20
21,11,0,0,23.25,20
22,12,0,0,22.63,20
23,13,0,0,19.17,20
24,14,0,0,23.65,20
25,15,0,0,8.97,20
26,16,0,0,12.31,20
27,17,0,0,23.33,20
28,18,0,0,22.95,20
29,19,0,0,21.4,20
30,20,0,0,14.24,20
31,21,0,0,19.03,20
32,22,0,0,18.01,20
33,23,0,0,11.35,20
34,24,0,0,14.98,20
35,25,0,0,10.3,20
36,26,0,0,16.69,20
37,27,0,0,7.7,20
38,28,0,0,16.71,20
39,29,0,0,7.15,20
40,30,0,0,18.95,20
