idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,5,0,0,12.08,0,0,0,20
2,6,0,0,6.5,0,0,0,20
3,2,0,0,23.85,0,0,1.0,20
4,5,0,1,20.1,0,0,0,20
5,2,0,1,22.67,0,0,1.0,20
6,4,0,0,21.56,0,0,1.0,20
7,6,0,1,15.92,0,0,0,20
8,2,0,2,18.94,1,0,1.0,20
9,4,0,1,16.29,2,0,1.0,20
10,3,0,0,13.12,3,0,0,20
11,4,0,2,20.81,4,0,1.0,20
12,1,0,0,9.51,5,0,1.0,20
13,3,0,1,15.59,6,0,0,20
14,3,0,2,20.34,7,0,1.0,20
15,2,0,3,15.24,8,0,1.0,20
16,3,0,3,19.78,9,0,1.0,20
17,5,0,2,22.77,10,0,0,20
18,1,0,1,10.89,11,0,1.0,20
19,4,0,3,21.14,12,0,1.0,20
20,1,0,2,6.71,13,0,1.0,20
