idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,6,0,0,16.18,0,0,1.0,20
2,5,0,0,9.39,0,0,0,20
3,2,0,0,7.81,0,0,1.0,20
4,3,0,0,22.57,0,0,1.0,20
5,4,0,0,9.47,0,0,0,20
6,4,0,1,17.62,0,0,0,20
7,6,0,1,11.69,0,0,1.0,20
8,4,0,2,19.63,1,0,1.0,20
9,3,0,1,11.2,2,0,1.0,20
10,3,0,2,15.28,3,0,1.0,20
11,3,0,3,15.62,4,0,1.0,20
12,6,0,2,23.55,5,0,1.0,20
13,4,0,3,18.0,6,0,1.0,20
14,2,0,1,10.23,7,0,1.0,20
15,1,0,0,6.54,8,0,0,20
16,2,0,2,18.72,9,0,1.0,20
17,5,0,1,12.72,10,0,0,20
18,3,0,4,13.72,11,0,1.0,20
19,2,0,3,9.1,12,0,1.0,20
20,1,0,1,6.73,13,0,1.0,20
