idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,0,17.45,0,17.45,0,0.9999999999999858,20
2,5,0,0,19.47,0,19.47,0,1.0,20
3,3,0,0,15.37,0,15.37,0,0.9999999999999996,20
4,6,0,0,22.13,0,22.13,0,1.0,20
5,4,0,0,23.6,0,23.6,0,0.9999999999999751,20
6,2,0,0,7.14,0,7.14,1,0,20
7,1,0,1,5.48,0,5.48,2,1.0,20
8,2,0,1,9.93,0,9.93,3,1.0,20
9,4,0,1,20.14,0,20.14,4,0.9999999999999751,20
10,2,0,2,7.81,0,7.81,5,1.0,20
11,5,0,1,17.2,0,17.2,6,1.0,20
12,2,0,3,16.76,0,16.76,7,1.0,20
13,2,0,4,15.8,0,15.8,8,1.0,20
14,4,0,2,21.09,0,21.09,9,1.0,20
15,1,0,2,5.59,0,5.59,10,1.0,20
16,3,0,1,8.04,0,8.04,11,1.0,20
17,3,0,2,8.15,0,8.15,12,1.0,20
18,5,0,2,21.65,0,21.65,13,1.0,20
19,3,0,3,8.21,0,8.21,14,1.0,20
20,5,0,3,23.72,0,23.72,15,1.0,20
21,6,0,1,10.08,0,10.08,16,1.0,20
22,4,0,3,19.11,0,19.11,17,1.0,20
23,1,0,3,5.69,0,5.69,18,1.0,20
