idx,seq,group,emerg,weight,size(ft)
1,1,0,0,9.28,20
2,2,0,0,13.22,20
3,3,0,0,7.69,20
4,4,0,0,5.07,20
5,5,0,0,15.81,20
6,6,0,0,8.44,20
7,7,0,0,18.56,20
8,8,0,0,10.63,20
9,9,0,0,7.33,20
10,10,0,0,9.8,20
11,11,0,0,18.5,20
12,12,0,0,5.19,20
13,13,0,0,16.03,20
14,14,0,0,12.44,20
15,15,0,0,19.24,20
16,16,0,0,21.96,20
17,17,0,0,12.03,20
18,18,0,0,11.05,20
19,19,0,0,8.15,20
20,20,0,0,16.07,20
21,21,0,0,14.13,20
22,22,0,0,9.2,20
23,23,0,0,8.84,20
24,24,0,0,21.44,20
25,25,0,0,8.73,20
26,26,0,0,21.09,20
27,27,0,0,6.94,20
28,28,0,0,23.21,20
29,29,0,0,19.68,20
30,30,0,0,18.49,20
31,31,0,0,11.53,20
32,32,0,0,7.26,20
33,33,0,0,11.72,20
34,34,0,0,14.59,20
35,35,0,0,6.77,20
36,36,0,0,14.06,20
37,37,0,0,5.73,20
38,38,0,0,7.3,20
39,39,0,0,7.68,20
40,40,0,0,11.11,20
41,41,0,0,17.11,20
42,42,0,0,7.93,20
43,43,0,0,17.37,20
44,44,0,0,18.04,20
45,45,0,0,21.25,20
46,46,0,0,13.75,20
47,47,0,0,9.18,20
48,48,0,0,14.1,20
49,49,0,0,23.04,20
50,50,0,0,16.28,20
