idx,seq,priority,emerg,weight,size(ft)
1,1,0,0,10.95,20
2,2,0,0,17.03,20
3,3,0,0,22.49,20
4,4,0,0,17.81,20
5,5,0,0,17.79,20
6,6,0,0,10.82,20
7,7,0,0,7.99,20
8,8,0,0,8.66,20
9,9,0,0,19.79,20
10,10,0,0,17.77,20
11,11,0,0,16.5,20
12,12,0,0,18.72,20
13,13,0,0,17.72,20
14,14,0,0,20.92,20
15,15,0,0,23.95,20
16,16,0,0,22.08,20
17,17,0,0,18.94,20
18,18,0,0,9.91,20
19,19,0,0,17.97,20
20,20,0,0,5.24,20
21,21,0,0,8.73,20
22,22,0,0,15.02,20
23,23,0,0,10.49,20
24,24,0,0,18.9,20
25,25,0,0,18.47,20
26,26,0,0,9.61,20
27,27,0,0,22.76,20
28,28,0,0,10.58,20
29,29,0,0,20.78,20
30,30,0,0,6.35,20
31,31,0,0,6.81,20
32,32,0,0,16.72,20
33,33,0,0,23.0,20
34,34,0,0,23.13,20
35,35,0,0,18.66,20
36,36,0,0,14.1,20
37,37,0,0,20.15,20
38,38,0,0,7.13,20
39,39,0,0,7.35,20
40,40,0,0,6.96,20
41,41,0,0,22.1,20
42,42,0,0,13.92,20
43,43,0,0,10.71,20
44,44,0,0,16.28,20
45,45,0,0,17.12,20
46,46,0,0,5.06,20
47,47,0,0,17.65,20
48,48,0,0,12.17,20
49,49,0,0,9.95,20
50,50,0,0,17.39,20
