idx,seq,priority,emerg,weight,size(ft)
1,1,0,0,18.32,20
2,2,0,0,12.71,20
3,3,0,0,19.43,20
4,4,0,0,16.98,20
5,5,0,0,7.39,20
6,6,0,0,15.05,20
7,7,0,0,20.99,20
8,8,0,0,13.4,20
9,9,0,0,22.42,20
10,10,0,0,10.79,20
11,11,0,0,11.6,20
12,12,0,0,11.53,20
13,13,0,0,8.66,20
14,14,0,0,10.87,20
15,15,0,0,17.83,20
16,16,0,0,5.77,20
17,17,0,0,20.97,20
18,18,0,0,9.13,20
19,19,0,0,15.53,20
20,20,0,0,15.81,20
21,21,0,0,14.25,20
22,22,0,0,12.46,20
23,23,0,0,21.34,20
24,24,0,0,6.3,20
25,25,0,0,7.61,20
26,26,0,0,11.28,20
27,27,0,0,7.66,20
28,28,0,0,19.48,20
29,29,0,0,10.01,20
30,30,0,0,13.25,20
31,31,0,0,20.22,20
32,32,0,0,18.29,20
33,33,0,0,18.36,20
34,34,0,0,8.38,20
35,35,0,0,21.6,20
36,36,0,0,10.34,20
37,37,0,0,10.22,20
38,38,0,0,8.29,20
39,39,0,0,10.65,20
40,40,0,0,15.72,20
41,41,0,0,21.31,20
42,42,0,0,19.17,20
43,43,0,0,13.88,20
44,44,0,0,9.63,20
45,45,0,0,8.19,20
46,46,0,0,5.76,20
47,47,0,0,21.35,20
48,48,0,0,22.71,20
49,49,0,0,23.23,20
50,50,0,0,7.62,20
