idx,seq,priority,emerg,weight,size(ft)
1,1,0,0,12.95,20
2,2,0,0,6.27,20
3,3,0,0,15.19,20
4,4,0,0,9.19,20
5,5,0,0,21.27,20
6,6,0,0,10.01,20
7,7,0,0,15.64,20
8,8,0,0,8.71,20
9,9,0,0,18.45,20
10,10,0,0,6.41,20
11,11,0,0,21.67,20
12,12,0,0,17.9,20
13,13,0,0,19.34,20
14,14,0,0,23.64,20
15,15,0,0,10.12,20
16,16,0,0,9.04,20
17,17,0,0,17.32,20
18,18,0,0,16.04,20
19,19,0,0,23.89,20
20,20,0,0,14.21,20
21,21,0,0,12.43,20
22,22,0,0,14.93,20
23,23,0,0,21.56,20
24,24,0,0,5.9,20
25,25,0,0,18.74,20
26,26,0,0,19.7,20
27,27,0,0,9.7,20
28,28,0,0,14.05,20
29,29,0,0,9.0,20
30,30,0,0,7.23,20
31,31,0,0,19.69,20
32,32,0,0,18.43,20
33,33,0,0,19.57,20
34,34,0,0,7.05,20
35,35,0,0,20.26,20
36,36,0,0,9.39,20
37,37,0,0,6.78,20
38,38,0,0,10.28,20
39,39,0,0,14.94,20
40,40,0,0,9.9,20
41,41,0,0,13.3,20
42,42,0,0,11.87,20
43,43,0,0,19.81,20
44,44,0,0,23.0,20
45,45,0,0,11.53,20
46,46,0,0,19.03,20
47,47,0,0,9.93,20
48,48,0,0,12.76,20
49,49,0,0,23.31,20
50,50,0,0,20.16,20
