idx,seq,priority,emerg,weight,size(ft)
1,1,0,0,16.48,20
2,2,0,0,16.87,20
3,3,0,0,10.38,20
4,4,0,0,15.04,20
5,5,0,0,21.27,20
6,6,0,0,12.15,20
7,7,0,0,21.34,20
8,8,0,0,5.16,20
9,9,0,0,9.48,20
10,10,0,0,6.41,20
11,11,0,0,6.54,20
12,12,0,0,11.17,20
13,13,0,0,18.99,20
14,14,0,0,7.85,20
15,15,0,0,21.09,20
16,16,0,0,9.02,20
17,17,0,0,15.78,20
18,18,0,0,23.14,20
19,19,0,0,13.86,20
20,20,0,0,20.96,20
21,21,0,0,6.98,20
22,22,0,0,20.52,20
23,23,0,0,10.08,20
24,24,0,0,16.68,20
25,25,0,0,5.74,20
26,26,0,0,17.43,20
27,27,0,0,15.24,20
28,28,0,0,21.28,20
29,29,0,0,20.77,20
30,30,0,0,10.57,20
31,31,0,0,7.94,20
32,32,0,0,17.21,20
33,33,0,0,8.41,20
34,34,0,0,11.09,20
35,35,0,0,6.3,20
36,36,0,0,23.86,20
37,37,0,0,15.35,20
38,38,0,0,8.83,20
39,39,0,0,14.59,20
40,40,0,0,16.89,20
41,41,0,0,9.6,20
42,42,0,0,19.98,20
43,43,0,0,11.63,20
44,44,0,0,13.28,20
45,45,0,0,7.03,20
46,46,0,0,19.81,20
47,47,0,0,14.65,20
48,48,0,0,5.4,20
49,49,0,0,12.2,20
50,50,0,0,12.02,20
