idx,seq,group,emerg,weight,size(ft)
1,1,0,0,20.8,20
2,2,0,0,17.3,20
3,3,0,0,12.52,20
4,4,0,0,17.05,20
5,5,0,0,19.89,20
6,6,0,0,11.54,20
7,7,0,0,16.21,20
8,8,0,0,6.13,20
9,9,0,0,14.43,20
10,10,0,0,11.9,20
11,11,0,0,14.87,20
12,12,0,0,11.25,20
13,13,0,0,10.25,20
14,14,0,0,15.59,20
15,15,0,0,7.44,20
16,16,0,0,19.55,20
17,17,0,0,9.18,20
18,18,0,0,23.28,20
19,19,0,0,17.18,20
20,20,0,0,17.75,20
21,21,0,0,15.08,20
22,22,0,0,7.45,20
23,23,0,0,16.75,20
24,24,0,0,6.35,20
25,25,0,0,5.8,20
26,26,0,0,20.61,20
27,27,0,0,14.84,20
28,28,0,0,20.53,20
29,29,0,0,9.5,20
30,30,0,0,19.76,20
31,31,0,0,22.59,20
32,32,0,0,22.63,20
33,33,0,0,7.54,20
34,34,0,0,14.27,20
35,35,0,0,9.39,20
36,36,0,0,6.71,20
37,37,0,0,10.57,20
38,38,0,0,14.8,20
39,39,0,0,23.7,20
40,40,0,0,13.63,20
41,41,0,0,16.85,20
42,42,0,0,18.43,20
43,43,0,0,6.06,20
44,44,0,0,21.62,20
45,45,0,0,5.63,20
46,46,0,0,12.46,20
47,47,0,0,17.47,20
48,48,0,0,21.83,20
49,49,0,0,22.3,20
50,50,0,0,19.74,20
