idx,seq,priority,emerg,weight,size(ft)
1,1,0,0,15.11,20
2,2,0,0,13.23,20
3,3,0,0,19.08,20
4,4,0,0,16.93,20
5,5,0,0,20.73,20
6,6,0,0,6.6,20
7,7,0,0,20.9,20
8,8,0,0,6.65,20
9,9,0,0,23.78,20
10,10,0,0,19.96,20
11,11,0,0,18.56,20
12,12,0,0,17.65,20
13,13,0,0,6.87,20
14,14,0,0,10.3,20
15,15,0,0,14.24,20
16,16,0,0,19.22,20
17,17,0,0,11.43,20
18,18,0,0,22.84,20
19,19,0,0,18.32,20
20,20,0,0,11.11,20
21,21,0,0,10.98,20
22,22,0,0,20.56,20
23,23,0,0,19.7,20
24,24,0,0,12.93,20
25,25,0,0,18.14,20
26,26,0,0,22.22,20
27,27,0,0,19.26,20
28,28,0,0,17.64,20
29,29,0,0,13.88,20
30,30,0,0,14.88,20
31,31,0,0,17.45,20
32,32,0,0,15.83,20
33,33,0,0,14.72,20
34,34,0,0,21.53,20
35,35,0,0,5.94,20
36,36,0,0,14.54,20
37,37,0,0,7.11,20
38,38,0,0,22.42,20
39,39,0,0,17.07,20
40,40,0,0,21.26,20
41,41,0,0,22.45,20
42,42,0,0,5.63,20
43,43,0,0,22.42,20
44,44,0,0,12.89,20
45,45,0,0,9.05,20
46,46,0,0,23.87,20
47,47,0,0,9.94,20
48,48,0,0,18.0,20
49,49,0,0,22.27,20
50,50,0,0,21.57,20
