idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,2,0,0,6.9,0,6.9,1,0,1.0,20
2,5,0,0,15.55,0,15.55,2,0,1.0000000000000189,20
3,4,0,0,12.05,0,12.05,3,0,1.0,20
4,2,0,1,5.33,0,5.33,4,0,1.0,20
5,6,0,0,19.77,0,19.77,5,0,1.0,20
6,3,0,0,5.87,0,5.87,6,0,1.0,20
7,4,0,1,13.93,0,13.93,7,0,1.0,20
8,2,0,2,7.99,0,7.99,8,0,1.0,20
9,5,0,1,18.18,0,18.18,9,0,1.0000000000000189,20
10,4,0,2,12.17,0,12.17,10,0,0.999999999999962,20
11,4,0,3,10.51,0,10.51,11,0,0.9999999999999811,20
12,3,0,1,6.49,0,6.49,12,0,1.0,20
13,2,0,3,8.39,0,8.39,13,0,1.0,20
14,3,0,2,9.95,0,9.95,14,0,0.9999999999999882,20
15,4,0,4,19.12,0,19.12,15,0,0.9999999999999811,20
16,6,0,1,21.33,0,21.33,16,0,1.0,20
17,2,0,4,8.37,0,8.37,17,0,1.0,20
18,6,0,2,23.71,0,23.71,18,0,1.0,20
19,3,0,3,10.48,0,10.48,19,0,1.0,20
20,6,0,3,17.27,0,17.27,20,0,1.0000000000000004,20
21,5,0,2,16.02,0,16.02,21,0,1.0,20
22,3,0,4,11.7,0,11.7,22,0,1.0,20
23,1,0,0,5.28,0,5.28,23,0,0,20
24,8,0,0,22.17,0,22.17,24,0,1.0,20
25,7,0,0,21.98,0,21.98,25,0,0.9999999999999747,20
26,5,0,3,17.54,0,17.54,26,0,1.0,20
27,5,0,4,13.76,0,13.76,27,0,1.0,20
28,2,0,5,9.41,0,9.41,28,0,1.0,20
29,1,0,1,7.59,0,7.59,29,0,1.0,20
30,6,0,4,16.61,0,16.61,30,0,1.0,20
31,5,0,5,23.92,0,23.92,31,0,1.0,20
32,8,0,1,23.09,0,23.09,32,0,1.0,20
33,4,0,5,13.81,0,13.81,33,0,1.0,20
34,7,0,1,22.6,0,22.6,34,0,0.9999999999999494,20
35,3,0,5,10.06,0,10.06,35,0,1.0,20
36,1,0,2,9.66,0,9.66,36,0,1.0,20
37,7,0,2,22.66,0,22.66,37,0,0.9999999999999747,20
38,1,0,3,9.77,0,9.77,38,0,1.0,20
39,7,0,3,22.64,0,22.64,39,0,0.9999999999999747,20
40,1,0,4,6.5,0,6.5,40,0,1.0,20
