idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,5,0,0,5.89,0,5.89,1,0,1.0,20
2,5,0,1,14.0,0,14.0,2,0,1.0,20
3,5,0,2,20.01,0,20.01,3,0,1.0,20
4,5,0,3,14.3,0,14.3,4,0,1.0,20
5,5,0,4,23.84,0,23.84,5,0,1.0,20
6,7,0,0,21.85,0,21.85,6,0,1.0,20
7,4,0,0,12.88,0,12.88,7,0,1.0,20
8,6,0,0,21.29,0,21.29,8,0,1.0,20
9,4,0,1,9.66,0,9.66,9,0,1.0,20
10,4,0,2,13.41,0,13.41,10,0,1.0,20
11,1,0,0,7.7,0,7.7,11,0,1.0,20
12,4,0,3,13.92,0,13.92,12,0,0.9999999999999999,20
13,3,0,0,10.13,0,10.13,13,0,0.9999999999999982,20
14,4,0,4,13.12,0,13.12,14,0,1.0000000000000153,20
15,4,0,5,14.09,0,14.09,15,0,1.0,20
16,8,0,0,23.23,0,23.23,16,0,1.0,20
17,3,0,1,10.09,0,10.09,17,0,0.9999999999999982,20
18,8,0,1,22.81,0,22.81,18,0,1.0,20
19,7,0,1,20.66,0,20.66,19,0,1.0,20
20,2,0,0,6.81,0,6.81,20,0,1.0,20
21,8,0,2,20.43,0,20.43,21,0,1.0,20
22,3,0,2,9.86,0,9.86,22,0,1.0,20
23,7,0,2,23.1,0,23.1,23,0,1.0,20
24,6,0,1,18.37,0,18.37,24,0,1.0,20
25,7,0,3,21.84,0,21.84,25,0,1.0,20
26,1,0,1,6.58,0,6.58,26,0,1.0,20
27,6,0,2,19.78,0,19.78,27,0,1.0,20
28,7,0,4,23.77,0,23.77,28,0,1.0000000000000153,20
29,9,0,0,18.07,0,18.07,29,0,1.0,20
30,3,0,3,10.95,0,10.95,30,0,1.0,20
31,2,0,1,10.1,0,10.1,31,0,1.0,20
32,2,0,2,9.35,0,9.35,32,0,1.0,20
33,2,0,3,9.82,0,9.82,33,0,1.0,20
34,6,0,3,20.79,0,20.79,34,0,1.0,20
35,1,0,2,8.41,0,8.41,35,0,1.0,20
36,1,0,3,8.09,0,8.09,36,0,1.0,20
37,3,0,4,10.88,0,10.88,37,0,1.0,20
38,6,0,4,20.48,0,20.48,38,0,1.0,20
39,3,0,5,14.01,0,14.01,39,0,1.0,20
40,2,0,4,9.36,0,9.36,40,0,1.0,20
