idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,3,0,0,12.0,0,12.0,1,0,1.0,20
2,2,0,0,9.88,0,9.88,2,0,1.0,20
3,6,0,0,18.9,0,18.9,3,0,0,20
4,6,0,1,20.04,0,20.04,4,0,1.0,20
5,5,0,0,15.28,0,15.28,5,0,1.0,20
6,5,0,1,15.09,0,15.09,6,0,1.0,20
7,3,0,1,8.41,0,8.41,7,0,1.0,20
8,6,0,2,19.44,0,19.44,8,0,1.0,20
9,5,0,2,18.44,0,18.44,9,0,1.0,20
10,3,0,2,11.8,0,11.8,10,0,1.0,20
11,3,0,3,14.63,0,14.63,11,0,1.0,20
12,2,0,1,11.12,0,11.12,12,0,1.0,20
13,6,0,3,19.36,0,19.36,13,0,1.0,20
14,3,0,4,13.83,0,13.83,14,0,1.0,20
15,5,0,3,18.88,0,18.88,15,0,1.0,20
16,2,0,2,9.73,0,9.73,16,0,1.0,20
17,3,0,5,14.26,0,14.26,17,0,1.0,20
18,5,0,4,17.03,0,17.03,18,0,1.0,20
19,1,0,0,6.84,0,6.84,19,0,1.0,20
20,1,0,1,6.53,0,6.53,20,0,1.0,20
21,7,0,0,21.68,0,21.68,21,0,1.0,20
22,2,0,3,11.76,0,11.76,22,0,1.0,20
23,6,0,4,20.34,0,20.34,23,0,1.0,20
24,1,0,2,8.16,0,8.16,24,0,1.0,20
25,4,0,0,6.62,0,6.62,25,0,1.0000000000000013,20
26,7,0,1,21.43,0,21.43,26,0,1.0,20
27,7,0,2,20.79,0,20.79,27,0,1.0000000000000013,20
28,8,0,0,22.26,0,22.26,28,0,0,20
29,4,0,1,16.3,0,16.3,29,0,1.0000000000000013,20
30,1,0,3,5.98,0,5.98,30,0,1.0,20
31,1,0,4,8.15,0,8.15,31,0,1.0,20
32,5,0,5,23.49,0,23.49,32,0,1.0,20
33,2,0,4,8.66,0,8.66,33,0,1.0,20
34,4,0,2,16.09,0,16.09,34,0,1.0000000000000013,20
35,8,0,1,22.88,0,22.88,35,0,0,20
36,4,0,3,16.68,0,16.68,36,0,1.0000000000000013,20
37,7,0,3,19.59,0,19.59,37,0,1.0,20
38,4,0,4,15.11,0,15.11,38,0,1.0,20
39,2,0,5,13.28,0,13.28,39,0,1.0,20
40,4,0,5,15.12,0,15.12,40,0,1.0000000000000013,20
