idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,2,0,0,10.05,0,10.05,1,0,1.0,20
2,7,0,0,19.2,0,19.2,2,0,1.0,20
3,2,0,1,10.89,0,10.89,3,0,1.0,20
4,1,0,0,5.81,0,5.81,4,0,1.0,20
5,7,0,1,22.17,0,22.17,5,0,1.0,20
6,5,0,0,17.03,0,17.03,6,0,1.0,20
7,7,0,2,23.12,0,23.12,7,0,1.0,20
8,2,0,2,11.43,0,11.43,8,0,1.0,20
9,1,0,1,5.25,0,5.25,9,0,1.0,20
10,2,0,3,16.76,0,16.76,10,0,1.0,20
11,5,0,1,14.81,0,14.81,11,0,1.0,20
12,1,0,2,10.33,0,10.33,12,0,1.0,20
13,2,0,4,10.65,0,10.65,13,0,1.0,20
14,5,0,2,16.38,0,16.38,14,0,1.0,20
15,5,0,3,17.63,0,17.63,15,0,1.0,20
16,3,0,0,15.13,0,15.13,16,0,1.0,20
17,5,0,4,17.22,0,17.22,17,0,1.0,20
18,6,0,0,19.92,0,19.92,18,0,1.0,20
19,4,0,0,14.68,0,14.68,19,0,1.0,20
20,2,0,5,10.94,0,10.94,20,0,1.0,20
21,8,0,0,22.08,0,22.08,21,0,1.0,20
22,3,0,1,8.45,0,8.45,22,0,1.0,20
23,3,0,2,13.96,0,13.96,23,0,1.0,20
24,8,0,1,22.12,0,22.12,24,0,1.0,20
25,4,0,1,16.65,0,16.65,25,0,1.0,20
26,6,0,1,21.16,0,21.16,26,0,1.0,20
27,6,0,2,19.26,0,19.26,27,0,1.0,20
28,6,0,3,18.06,0,18.06,28,0,1.0,20
29,4,0,2,16.45,0,16.45,29,0,1.0,20
30,3,0,3,13.29,0,13.29,30,0,1.0,20
31,5,0,5,23.53,0,23.53,31,0,1.0,20
32,1,0,3,9.11,0,9.11,32,0,1.0,20
33,4,0,3,18.4,0,18.4,33,0,1.0,20
34,4,0,4,17.91,0,17.91,34,0,1.0,20
35,1,0,4,9.25,0,9.25,35,0,1.0,20
36,3,0,4,16.03,0,16.03,36,0,1.0,20
37,4,0,5,17.09,0,17.09,37,0,1.0,20
38,6,0,4,17.51,0,17.51,38,0,1.0,20
39,3,0,5,12.69,0,12.69,39,0,1.0,20
40,7,0,3,22.95,0,22.95,40,0,1.0,20
