idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,5,0,0,14.05,0,14.05,1,0,1.0,20
2,5,0,1,18.56,0,18.56,2,0,1.0,20
3,5,0,2,16.88,0,16.88,3,0,1.0,20
4,4,0,0,10.87,0,10.87,4,0,1.0,20
5,2,0,0,7.65,0,7.65,5,0,1.0,20
6,6,0,0,22.56,0,22.56,6,0,1.0,20
7,5,0,3,18.29,0,18.29,7,0,1.0,20
8,6,0,1,14.76,0,14.76,8,0,1.0,20
9,5,0,4,14.77,0,14.77,9,0,1.0,20
10,6,0,2,23.06,0,23.06,10,0,1.0,20
11,5,0,5,23.46,0,23.46,11,0,1.0,20
12,3,0,0,11.26,0,11.26,12,0,1.0,20
13,2,0,1,8.67,0,8.67,13,0,1.0,20
14,2,0,2,11.2,0,11.2,14,0,1.0,20
15,3,0,1,11.7,0,11.7,15,0,1.0,20
16,2,0,3,10.84,0,10.84,16,0,1.0,20
17,3,0,2,10.14,0,10.14,17,0,1.0,20
18,7,0,0,21.08,0,21.08,18,0,1.0,20
19,4,0,1,11.1,0,11.1,19,0,1.0,20
20,1,0,0,6.64,0,6.64,20,0,1.0,20
21,3,0,3,10.47,0,10.47,21,0,1.0,20
22,7,0,1,18.94,0,18.94,22,0,1.0,20
23,2,0,4,13.83,0,13.83,23,0,1.0,20
24,1,0,1,5.19,0,5.19,24,0,1.0,20
25,3,0,4,12.85,0,12.85,25,0,1.0,20
26,8,0,0,19.7,0,19.7,26,0,1.0,20
27,1,0,2,6.11,0,6.11,27,0,1.0,20
28,8,0,1,21.76,0,21.76,28,0,1.0,20
29,7,0,2,21.49,0,21.49,29,0,1.0,20
30,3,0,5,13.14,0,13.14,30,0,1.0,20
31,6,0,3,18.63,0,18.63,31,0,1.0,20
32,4,0,2,15.71,0,15.71,32,0,1.0,20
33,7,0,3,21.22,0,21.22,33,0,1.0,20
34,2,0,5,9.39,0,9.39,34,0,1.0,20
35,4,0,3,15.93,0,15.93,35,0,1.0,20
36,1,0,3,5.17,0,5.17,36,0,1.0,20
37,1,0,4,12.83,0,12.83,37,0,1.0,20
38,6,0,4,21.33,0,21.33,38,0,1.0,20
39,4,0,4,16.14,0,16.14,39,0,1.0,20
40,4,0,5,15.16,0,15.16,40,0,1.0,20
