idx,seq,group,emerg,weight,size(ft)
21,1,0,0,21.03,20
22,2,0,0,23.06,20
23,3,0,0,14.41,20
24,4,0,0,6.23,20
25,5,0,0,5.16,20
26,6,0,0,21.58,20
27,7,0,0,15.97,20
28,8,0,0,13.11,20
29,9,0,0,12.33,20
30,10,0,0,11.18,20
31,11,0,0,18.29,20
32,12,0,0,5.68,20
33,13,0,0,6.92,20
34,14,0,0,7.6,20
35,15,0,0,19.59,20
36,16,0,0,18.38,20
37,17,0,0,17.41,20
38,18,0,0,13.75,20
39,19,0,0,5.77,20
40,20,0,0,12.68,20
41,21,0,0,14.91,20
42,22,0,0,6.06,20
43,23,0,0,10.99,20
44,24,0,0,12.78,20
45,25,0,0,18.63,20
46,26,0,0,11.09,20
47,27,0,0,7.44,20
48,28,0,0,7.1,20
49,29,0,0,14.86,20
50,30,0,0,10.17,20
