idx,seq,group,emerg,weight,size(ft)
21,1,0,0,11.47,20
22,2,0,0,14.7,20
23,3,0,0,21.74,20
24,4,0,0,7.68,20
25,5,0,0,6.68,20
26,6,0,0,18.86,20
27,7,0,0,6.88,20
28,8,0,0,16.82,20
29,9,0,0,18.3,20
30,10,0,0,21.87,20
31,11,0,0,20.94,20
32,12,0,0,10.14,20
33,13,0,0,7.85,20
34,14,0,0,21.89,20
35,15,0,0,14.63,20
36,16,0,0,19.86,20
37,17,0,0,10.62,20
38,18,0,0,17.92,20
39,19,0,0,20.35,20
40,20,0,0,18.05,20
41,21,0,0,21.43,20
42,22,0,0,21.76,20
43,23,0,0,5.49,20
44,24,0,0,20.89,20
45,25,0,0,21.85,20
46,26,0,0,15.83,20
47,27,0,0,5.42,20
48,28,0,0,8.47,20
49,29,0,0,8.45,20
50,30,0,0,23.83,20
