idx,seq,group,emerg,weight,size(ft)
21,1,0,0,21.15,20
22,2,0,0,20.69,20
23,3,0,0,15.81,20
24,4,0,0,22.0,20
25,5,0,0,10.0,20
26,6,0,0,20.43,20
27,7,0,0,12.45,20
28,8,0,0,19.74,20
29,9,0,0,18.84,20
30,10,0,0,8.68,20
31,11,0,0,23.25,20
32,12,0,0,20.19,20
33,13,0,0,17.27,20
34,14,0,0,10.16,20
35,15,0,0,9.0,20
36,16,0,0,15.86,20
37,17,0,0,17.55,20
38,18,0,0,9.09,20
39,19,0,0,22.13,20
40,20,0,0,8.23,20
41,21,0,0,8.26,20
42,22,0,0,17.25,20
43,23,0,0,9.51,20
44,24,0,0,17.19,20
45,25,0,0,8.93,20
46,26,0,0,12.68,20
47,27,0,0,23.55,20
48,28,0,0,19.32,20
49,29,0,0,6.8,20
50,30,0,0,20.16,20
