idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,4,0,0,10.32,0,0,1.0,20
2,5,0,0,15.44,0,0,0,20
3,2,0,0,15.02,0,0,1.0,20
4,4,0,1,23.95,0,0,1.0,20
5,1,0,0,5.87,0,0,0,20
6,4,0,2,19.39,1,0,1.0,20
7,2,0,1,12.68,2,0,1.0,20
8,4,0,3,12.62,3,0,1.0,20
9,1,0,1,6.55,4,0,1.0,20
10,2,0,2,14.61,5,0,1.0000000000000007,20
11,3,0,0,8.3,6,0,0,20
12,1,0,2,7.7,7,0,1.0,20
13,3,0,1,15.48,8,0,0,20
14,3,0,2,16.7,9,0,0,20
15,3,0,3,17.38,10,0,0,20
16,5,0,1,19.93,11,0,0,20
17,3,0,4,19.08,12,0,0,20
18,2,0,3,12.7,13,0,1.0,20
19,2,0,4,12.8,14,0,1.0,20
20,1,0,3,6.09,15,0,1.0,20
