idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,6,0,0,20.74,0,20.74,0,1.0,20
2,6,0,1,17.51,0,17.51,0,1.0,20
3,1,0,0,15.55,0,15.55,0,1.0,20
4,3,0,0,12.89,0,12.89,1,0,20
5,4,0,0,17.66,0,17.66,2,1.0,20
6,3,0,1,12.92,0,12.92,3,0,20
7,1,0,1,11.87,0,11.87,4,1.0,20
8,4,0,1,22.5,0,22.5,5,1.0,20
9,4,0,2,19.01,0,19.01,6,1.0,20
10,1,0,2,10.82,0,10.82,7,1.0,20
11,1,0,3,13.92,0,13.92,8,1.0,20
12,4,0,3,19.81,0,19.81,9,1.0,20
13,3,0,2,16.19,0,16.19,10,0,20
14,3,0,3,19.79,0,19.79,11,0,20
15,2,0,0,12.69,0,12.69,12,0,20
16,5,0,0,18.52,0,18.52,13,1.0,20
17,2,0,1,13.49,0,13.49,14,0,20
18,5,0,1,17.89,0,17.89,15,1.0,20
19,2,0,2,14.06,0,14.06,16,1.0,20
20,3,0,4,23.2,0,23.2,17,0,20
21,4,0,4,18.97,0,18.97,18,1.0,20
22,2,0,3,13.98,0,13.98,19,1.0,20
23,5,0,2,23.34,0,23.34,20,1.0,20
