idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,3,0,0,11.95,0,11.95,0,1.0,20
2,5,0,0,18.66,0,18.66,0,0,20
3,3,0,1,6.61,0,6.61,0,1.0,20
4,3,0,2,14.17,0,14.17,1,1.0,20
5,3,0,3,14.29,0,14.29,2,1.0,20
6,4,0,0,22.96,0,22.96,3,1.0,20
7,5,0,1,23.39,0,23.39,4,1.0,20
8,4,0,1,14.73,0,14.73,5,0.9999999999999982,20
9,4,0,2,15.7,0,15.7,6,1.0,20
10,1,0,0,6.88,0,6.88,7,1.0,20
11,2,0,0,8.47,0,8.47,8,1.0,20
12,2,0,1,9.4,0,9.4,9,1.0,20
13,3,0,4,14.21,0,14.21,10,1.0,20
14,6,0,0,19.74,0,19.74,11,0,20
15,2,0,2,12.31,0,12.31,12,1.0,20
16,1,0,1,5.91,0,5.91,13,1.0,20
17,4,0,3,15.58,0,15.58,14,1.0,20
18,2,0,3,10.12,0,10.12,15,1.0,20
19,2,0,4,10.56,0,10.56,16,1.0,20
20,1,0,2,8.28,0,8.28,17,1.0,20
21,1,0,3,7.49,0,7.49,18,1.0,20
22,4,0,4,15.34,0,15.34,19,1.0000000000000018,20
23,5,0,2,19.42,0,19.42,20,1.0,20
