idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,3,0,0,11.42,0,0,0,20
2,2,0,0,11.27,0,0,0,20
3,1,0,0,9.78,0,0,0,20
4,3,0,1,19.37,0,0,0,20
5,6,0,0,22.26,0,0,0,20
6,4,0,0,5.71,1,0,0,20
7,3,0,2,20.82,2,0,0,20
8,1,0,1,14.14,3,0,0,20
9,6,0,1,23.2,4,0,0,20
10,6,0,2,23.59,5,0,0,20
11,1,0,2,16.0,6,0,0,20
12,2,0,1,12.62,7,0,0,20
13,4,0,1,9.68,8,0,0,20
14,3,0,3,21.67,9,0,0,20
15,1,0,3,16.46,10,0,0,20
16,2,0,2,20.65,11,0,0,20
17,1,0,4,20.26,12,0,0,20
18,4,0,2,11.77,13,0,0,20
19,5,0,0,6.8,14,0,1.0,20
20,5,0,1,6.67,15,0,1.0,20
