idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,1,0,0,14.01,1,0,1.0,20
2,4,0,0,16.6,2,0,0,20
3,1,0,1,8.16,3,0,1.0,20
4,4,0,1,20.06,4,0,0,20
5,4,0,2,23.06,5,0,1.0,20
6,3,0,0,16.31,6,0,1.0,20
7,1,0,2,14.27,7,0,1.0,20
8,4,0,3,23.05,8,0,1.0,20
9,2,0,0,12.37,9,0,1.0,20
10,3,0,1,12.84,10,0,1.0,20
11,3,0,2,20.8,11,0,1.0,20
12,6,0,0,23.24,12,0,0,20
13,3,0,3,21.7,13,0,1.0,20
14,5,0,0,20.87,14,0,1.0,20
15,2,0,1,12.37,15,0,1.0,20
16,1,0,3,9.44,16,0,1.0,20
17,3,0,4,22.25,17,0,1.0,20
18,2,0,2,12.43,18,0,1.0,20
19,5,0,1,20.56,19,0,1.0,20
20,2,0,3,16.22,20,0,1.0,20
