idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,4,0,0,16.76,1,0,0,20
2,1,0,0,6.88,2,0,1.0,20
3,1,0,1,6.49,3,0,1.0,20
4,4,0,1,21.78,4,0,0,20
5,1,0,2,7.46,5,0,1.0,20
6,4,0,2,22.43,6,0,1.0,20
7,1,0,3,11.92,7,0,1.0,20
8,3,0,0,10.33,8,0,0,20
9,4,0,3,23.2,9,0,1.0,20
10,1,0,4,14.09,10,0,1.0,20
11,2,0,0,9.56,11,0,1.0,20
12,2,0,1,11.05,12,0,1.0,20
13,2,0,2,11.3,13,0,1.0,20
14,3,0,1,10.94,14,0,0,20
15,3,0,2,21.8,15,0,1.0,20
16,5,0,0,20.3,16,0,0,20
17,5,0,1,23.62,17,0,0,20
18,3,0,3,17.07,18,0,1.0,20
19,2,0,3,7.93,19,0,1.0,20
20,3,0,4,15.15,20,0,1.0,20
