idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,4,0,0,18.62,1,0,1.0,20
2,1,0,0,5.75,2,0,0,20
3,6,0,0,23.53,3,0,0,20
4,4,0,1,18.7,4,0,1.0,20
5,1,0,1,6.69,5,0,0,20
6,2,0,0,9.96,6,0,1.0,20
7,4,0,2,20.83,7,0,1.0,20
8,5,0,0,21.46,8,0,1.0,20
9,2,0,1,8.13,9,0,1.0,20
10,3,0,0,16.65,10,0,1.0,20
11,4,0,3,19.8,11,0,1.0,20
12,5,0,1,23.21,12,0,1.0,20
13,1,0,2,9.4,13,0,0,20
14,5,0,2,18.76,14,0,1.0,20
15,3,0,1,14.84,15,0,1.0,20
16,2,0,2,10.21,16,0,1.0,20
17,3,0,2,16.18,17,0,1.0,20
18,2,0,3,13.51,18,0,1.0,20
19,1,0,3,12.19,19,0,0,20
20,3,0,3,19.51,20,0,1.0,20
