idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,5,0,0,19.03,1,0,1.0,20
2,4,0,0,22.15,2,0,1.0,20
3,2,0,0,15.55,3,0,1.0,20
4,2,0,1,12.05,4,0,1.0,20
5,3,0,0,10.19,5,0,0,20
6,6,0,0,23.05,6,0,1.0,20
7,3,0,1,12.77,7,0,0,20
8,3,0,2,21.67,8,0,1.0,20
9,1,0,0,7.26,9,0,1.0,20
10,4,0,1,17.36,10,0,1.0,20
11,1,0,1,8.25,11,0,1.0,20
12,4,0,2,16.73,12,0,1.0,20
13,4,0,3,20.92,13,0,1.0,20
14,3,0,3,21.38,14,0,1.0,20
15,5,0,1,13.67,15,0,1.0,20
16,1,0,2,5.95,16,0,1.0,20
17,1,0,3,15.68,17,0,1.0,20
18,2,0,2,10.24,18,0,1.0,20
19,2,0,3,10.87,19,0,1.0,20
20,6,0,1,13.65,20,0,1.0,20
