idx,seq,group,emerg,weight,size(ft)
6,1,0,0,9.75,20
7,2,0,0,7.34,20
8,3,0,0,20.35,20
9,4,0,0,5.61,20
10,5,0,0,10.98,20
11,6,0,0,11.92,20
12,7,0,0,23.63,20
13,8,0,0,16.73,20
14,9,0,0,18.2,20
15,10,0,0,7.93,20
16,11,0,0,14.16,20
17,12,0,0,16.1,20
18,13,0,0,16.75,20
19,14,0,0,13.91,20
20,15,0,0,23.52,20
21,16,0,0,17.55,20
22,17,0,0,8.45,20
23,18,0,0,22.28,20
24,19,0,0,19.7,20
25,20,0,0,15.22,20
26,21,0,0,13.28,20
27,22,0,0,20.15,20
28,23,0,0,22.92,20
29,24,0,0,23.78,20
30,25,0,0,21.8,20
31,26,0,0,22.57,20
32,27,0,0,21.81,20
33,28,0,0,15.02,20
34,29,0,0,12.48,20
35,30,0,0,19.09,20
36,31,0,0,16.66,20
37,32,0,0,16.17,20
38,33,0,0,11.57,20
39,34,0,0,22.96,20
40,35,0,0,6.49,20
41,36,0,0,23.54,20
42,37,0,0,9.39,20
43,38,0,0,10.96,20
44,39,0,0,5.14,20
45,40,0,0,23.48,20
46,41,0,0,17.88,20
47,42,0,0,22.36,20
48,43,0,0,13.58,20
49,44,0,0,12.92,20
50,45,0,0,14.9,20
