idx,seq,group,emerg,weight,size(ft)
6,1,0,0,13.05,20
7,2,0,0,9.13,20
8,3,0,0,14.59,20
9,4,0,0,9.82,20
10,5,0,0,10.74,20
11,6,0,0,10.84,20
12,7,0,0,14.76,20
13,8,0,0,19.78,20
14,9,0,0,11.65,20
15,10,0,0,23.18,20
16,11,0,0,20.36,20
17,12,0,0,15.33,20
18,13,0,0,11.1,20
19,14,0,0,23.04,20
20,15,0,0,11.7,20
21,16,0,0,9.88,20
22,17,0,0,5.94,20
23,18,0,0,21.52,20
24,19,0,0,16.15,20
25,20,0,0,14.48,20
26,21,0,0,11.26,20
27,22,0,0,5.47,20
28,23,0,0,16.88,20
29,24,0,0,22.82,20
30,25,0,0,9.44,20
31,26,0,0,23.18,20
32,27,0,0,12.38,20
33,28,0,0,11.87,20
34,29,0,0,20.23,20
35,30,0,0,13.78,20
36,31,0,0,7.85,20
37,32,0,0,6.52,20
38,33,0,0,23.75,20
39,34,0,0,11.36,20
40,35,0,0,16.14,20
41,36,0,0,12.26,20
42,37,0,0,22.16,20
43,38,0,0,14.14,20
44,39,0,0,5.36,20
45,40,0,0,18.03,20
46,41,0,0,19.94,20
47,42,0,0,10.15,20
48,43,0,0,15.16,20
49,44,0,0,15.32,20
50,45,0,0,15.74,20
