idx,seq,group,emerg,weight,size(ft)
6,1,0,0,5.67,20
7,2,0,0,12.62,20
8,3,0,0,18.34,20
9,4,0,0,23.89,20
10,5,0,0,8.8,20
11,6,0,0,19.52,20
12,7,0,0,6.22,20
13,8,0,0,23.43,20
14,9,0,0,12.5,20
15,10,0,0,18.94,20
16,11,0,0,14.2,20
17,12,0,0,7.38,20
18,13,0,0,22.3,20
19,14,0,0,16.98,20
20,15,0,0,10.67,20
21,16,0,0,13.41,20
22,17,0,0,18.55,20
23,18,0,0,21.86,20
24,19,0,0,19.16,20
25,20,0,0,9.19,20
26,21,0,0,16.32,20
27,22,0,0,5.46,20
28,23,0,0,12.02,20
29,24,0,0,11.34,20
30,25,0,0,12.88,20
31,26,0,0,6.43,20
32,27,0,0,13.16,20
33,28,0,0,21.94,20
34,29,0,0,20.8,20
35,30,0,0,18.31,20
36,31,0,0,9.18,20
37,32,0,0,23.95,20
38,33,0,0,23.68,20
39,34,0,0,11.75,20
40,35,0,0,19.85,20
41,36,0,0,14.26,20
42,37,0,0,7.42,20
43,38,0,0,23.95,20
44,39,0,0,16.16,20
45,40,0,0,9.87,20
46,41,0,0,22.75,20
47,42,0,0,12.92,20
48,43,0,0,19.59,20
49,44,0,0,17.31,20
50,45,0,0,11.01,20
