idx,seq,group,emerg,weight,size(ft)
6,1,0,0,7.84,20
7,2,0,0,20.44,20
8,3,0,0,19.53,20
9,4,0,0,20.64,20
10,5,0,0,18.89,20
11,6,0,0,8.42,20
12,7,0,0,9.13,20
13,8,0,0,17.86,20
14,9,0,0,15.59,20
15,10,0,0,7.4,20
16,11,0,0,19.96,20
17,12,0,0,10.65,20
18,13,0,0,17.78,20
19,14,0,0,11.75,20
20,15,0,0,6.65,20
21,16,0,0,22.38,20
22,17,0,0,8.08,20
23,18,0,0,20.27,20
24,19,0,0,14.15,20
25,20,0,0,17.59,20
26,21,0,0,18.35,20
27,22,0,0,15.2,20
28,23,0,0,9.42,20
29,24,0,0,9.31,20
30,25,0,0,12.16,20
31,26,0,0,23.9,20
32,27,0,0,7.94,20
33,28,0,0,13.29,20
34,29,0,0,17.07,20
35,30,0,0,18.02,20
36,31,0,0,18.88,20
37,32,0,0,23.9,20
38,33,0,0,14.16,20
39,34,0,0,10.38,20
40,35,0,0,7.47,20
41,36,0,0,9.63,20
42,37,0,0,16.52,20
43,38,0,0,19.28,20
44,39,0,0,17.69,20
45,40,0,0,11.19,20
46,41,0,0,9.64,20
47,42,0,0,20.21,20
48,43,0,0,5.7,20
49,44,0,0,20.24,20
50,45,0,0,10.15,20
