idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,3,0,0,15.53,0,15.53,1,0,1.0,20
2,2,0,0,9.5,0,9.5,2,0,1.0,20
3,4,0,0,17.67,0,17.67,3,0,1.0,20
4,3,0,1,17.84,0,17.84,4,0,1.0,20
5,3,0,2,16.69,0,16.69,5,0,1.0,20
6,3,0,3,15.57,0,15.57,6,0,1.0,20
7,2,0,1,8.61,0,8.61,7,0,1.0,20
8,3,0,4,21.31,0,21.31,8,0,1.0,20
9,2,0,2,16.12,0,16.12,9,0,1.0,20
10,1,0,0,5.29,0,5.29,10,0,1.0,20
11,4,0,1,23.25,0,23.25,11,0,1.0,20
12,2,0,3,16.52,0,16.52,12,0,1.0,20
13,1,0,1,7.68,0,7.68,13,0,1.0,20
14,5,0,0,5.04,0,5.04,14,0,0,20
15,1,0,2,6.6,0,6.6,15,0,1.0,20
16,4,0,2,17.26,0,17.26,16,0,1.0,20
17,2,0,4,19.63,0,19.63,17,0,1.0,20
18,4,0,3,18.37,0,18.37,18,0,1.0,20
19,5,0,1,23.99,0,23.99,19,0,0,20
20,1,0,3,12.26,0,12.26,20,0,1.0,20
