idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,2,0,0,7.07,0,7.07,1,0,0,20
2,2,0,1,19.02,0,19.02,2,0,1.0,20
3,2,0,2,10.61,0,10.61,3,0,1.0,20
4,2,0,3,8.04,0,8.04,4,0,1.0,20
5,1,0,0,8.45,0,8.45,5,0,1.0,20
6,5,0,0,17.02,0,17.02,6,0,0,20
7,2,0,4,17.63,0,17.63,7,0,1.0,20
8,3,0,0,11.21,0,11.21,8,0,1.0,20
9,5,0,1,23.8,0,23.8,9,0,0,20
10,3,0,1,8.9,0,8.9,10,0,1.0,20
11,3,0,2,16.47,0,16.47,11,0,1.0,20
12,4,0,0,12.76,0,12.76,12,0,0,20
13,4,0,1,22.87,0,22.87,13,0,1.0,20
14,1,0,1,9.05,0,9.05,14,0,1.0,20
15,4,0,2,17.26,0,17.26,15,0,1.0,20
16,1,0,2,8.18,0,8.18,16,0,1.0,20
17,3,0,3,20.84,0,20.84,17,0,1.0,20
18,1,0,3,8.24,0,8.24,18,0,1.0,20
19,4,0,3,16.58,0,16.58,19,0,1.0,20
20,1,0,4,14.31,0,14.31,20,0,1.0,20
