idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,4,0,0,18.94,0,18.94,1,0,1.0,20
2,3,0,0,16.7,0,16.7,2,0,1.0,20
3,4,0,1,19.43,0,19.43,3,0,1.0,20
4,3,0,1,13.63,0,13.63,4,0,1.0,20
5,5,0,0,23.89,0,23.89,5,0,1.0,20
6,3,0,2,12.43,0,12.43,6,0,1.0,20
7,3,0,3,20.71,0,20.71,7,0,0.9999999999999997,20
8,3,0,4,16.37,0,16.37,8,0,0.9999999999999997,20
9,3,0,5,16.22,0,16.22,9,0,1.0,20
10,2,0,0,9.08,0,9.08,10,0,1.0,20
11,2,0,1,8.77,0,8.77,11,0,1.0,20
12,2,0,2,10.14,0,10.14,12,0,1.0,20
13,4,0,2,22.27,0,22.27,13,0,1.0,20
14,4,0,3,22.24,0,22.24,14,0,1.0,20
15,2,0,3,16.25,0,16.25,15,0,1.0,20
16,1,0,0,9.01,0,9.01,16,0,1.0,20
17,2,0,4,19.36,0,19.36,17,0,1.0,20
18,5,0,1,9.22,0,9.22,18,0,1.0,20
19,1,0,1,7.74,0,7.74,19,0,1.0,20
20,1,0,2,5.46,0,5.46,20,0,1.0,20
