idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,2,0,0,6.85,0,6.85,1,0,0,20
2,2,0,1,18.94,0,18.94,2,0,1.0,20
3,2,0,2,20.93,0,20.93,3,0,1.0,20
4,5,0,0,23.28,0,23.28,4,0,1.0,20
5,2,0,3,17.85,0,17.85,5,0,1.0,20
6,4,0,0,18.86,0,18.86,6,0,1.0,20
7,4,0,1,12.52,0,12.52,7,0,1.0,20
8,3,0,0,9.11,0,9.11,8,0,1.0,20
9,1,0,0,6.13,0,6.13,9,0,1.0,20
10,4,0,2,19.84,0,19.84,10,0,1.0,20
11,4,0,3,21.79,0,21.79,11,0,1.0,20
12,2,0,4,16.67,0,16.67,12,0,1.0,20
13,1,0,1,6.09,0,6.09,13,0,1.0,20
14,3,0,1,9.76,0,9.76,14,0,1.0,20
15,1,0,2,5.58,0,5.58,15,0,1.0,20
16,3,0,2,13.98,0,13.98,16,0,1.0,20
17,3,0,3,21.3,0,21.3,17,0,1.0,20
18,1,0,3,11.14,0,11.14,18,0,1.0,20
19,5,0,1,15.8,0,15.8,19,0,1.0,20
20,3,0,4,19.49,0,19.49,20,0,1.0,20
