idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,2,0,0,7.23,0,7.23,1,0,1.0,20
2,2,0,1,9.59,0,9.59,2,0,1.0,20
3,2,0,2,9.8,0,9.8,3,0,1.0,20
4,4,0,0,22.33,0,22.33,4,0,1.0,20
5,3,0,0,10.02,0,10.02,5,0,1.0,20
6,2,0,3,18.28,0,18.28,6,0,1.0,20
7,1,0,0,5.38,0,5.38,7,0,1.0,20
8,2,0,4,20.62,0,20.62,8,0,1.0,20
9,3,0,1,15.94,0,15.94,9,0,1.0,20
10,3,0,2,16.36,0,16.36,10,0,1.0,20
11,1,0,1,9.84,0,9.84,11,0,1.0,20
12,3,0,3,17.39,0,17.39,12,0,1.0,20
13,3,0,4,19.7,0,19.7,13,0,1.0,20
14,5,0,0,10.11,0,10.11,14,0,0,20
15,5,0,1,23.98,0,23.98,15,0,0,20
16,1,0,2,8.93,0,8.93,16,0,1.0,20
17,4,0,1,11.12,0,11.12,17,0,1.0,20
18,4,0,2,12.72,0,12.72,18,0,1.0,20
19,1,0,3,13.24,0,13.24,19,0,1.0,20
20,4,0,3,16.37,0,16.37,20,0,1.0,20
