idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,6,0,0,12.6,0,12.6,0,1.0,20
2,1,0,0,17.69,0,17.69,0,0,20
3,5,0,0,20.24,0,20.24,0,0,20
4,4,0,0,19.94,0,19.94,0,1.0,20
5,6,0,1,6.14,0,6.14,0,1.0,20
6,1,0,1,22.81,0,22.81,1,0,20
7,3,0,0,8.79,0,8.79,2,0,20
8,5,0,1,21.98,0,21.98,3,0,20
9,3,0,1,9.87,0,9.87,4,0,20
10,3,0,2,11.07,0,11.07,5,0,20
11,3,0,3,14.2,0,14.2,6,0,20
12,4,0,1,12.42,0,12.42,7,1.0,20
13,2,0,0,6.57,0,6.57,8,0,20
14,5,0,2,22.79,0,22.79,9,0,20
15,2,0,1,11.38,0,11.38,10,0,20
16,6,0,2,7.82,0,7.82,11,1.0,20
17,4,0,2,5.26,0,5.26,12,1.0,20
18,4,0,3,5.81,0,5.81,13,1.0,20
19,2,0,2,20.19,0,20.19,14,0,20
20,3,0,4,19.31,0,19.31,15,0,20
