idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,5,0,0,7.89,0,7.89,0,1.0,20
2,2,0,0,19.72,0,19.72,0,0,20
3,5,0,1,18.76,0,18.76,0,1.0,20
4,6,0,0,6.48,1,106.48,0,1.0,20
5,5,0,2,5.27,0,5.27,0,1.0,20
6,2,0,1,19.72,2,219.72,0,0,20
7,4,0,0,5.24,3,305.24,0,1.0,20
8,1,0,0,19.56,1,119.56,0,1.0,20
9,3,0,0,11.63,3,311.63,0,1.0,20
10,6,0,1,12.79,1,112.78999999999999,0,1.0,20
11,4,0,1,17.04,2,217.04,1,1.0,20
12,2,0,2,19.72,2,219.72,2,0,20
13,1,0,1,21.73,1,121.73,3,1.0,20
14,1,0,2,17.83,1,117.83,4,1.0,20
15,5,0,3,7.74,0,7.74,5,1.0,20
16,1,0,3,5.29,1,105.29,6,1.0,20
17,5,0,4,10.07,0,10.07,7,1.0,20
18,6,0,2,7.63,1,107.63,8,1.0,20
19,6,0,3,15.82,0,15.82,9,1.0,20
20,1,0,4,18.58,1,118.58,10,1.0,20
21,6,0,4,15.65,1,115.65,11,1.0,20
22,4,0,2,12.75,2,212.75,12,1.0,20
23,3,0,1,19.85,2,219.85,13,1.0,20
