idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,1,0,0,7.67,1,0,0,20
2,1,0,1,22.23,2,0,0,20
3,5,0,0,9.16,3,0,0,20
4,5,0,1,10.57,4,0,0,20
5,5,0,2,21.76,5,0,0,20
6,3,0,0,7.66,6,0,0,20
7,2,0,0,19.69,7,0,0,20
8,3,0,1,11.18,8,0,0,20
9,6,0,0,7.86,9,0,0,20
10,3,0,2,17.64,10,0,0,20
11,2,0,1,21.6,11,0,0,20
12,5,0,3,22.89,12,0,0,20
13,2,0,2,21.93,13,0,0,20
14,4,0,0,10.64,14,0,0,20
15,4,0,1,12.21,15,0,0,20
16,3,0,3,19.17,16,0,0,20
17,4,0,2,12.98,17,0,0,20
18,6,0,1,9.23,18,0,0,20
19,6,0,2,12.88,19,0,0,20
20,3,0,4,21.37,20,0,0,20
